constituency_name,party,mp_name,category_2024,2024,category_2029,2029
Walsall and Bloxwich,LAB,Valerie Vaz,Christian plurality,38.48436306909437,Non-religious plurality,31.90753540341385
Walthamstow,LAB,Stella Creasy,Christian plurality,34.38662568984471,Non-religious plurality,37.58135782583653
Warrington North,LAB,Charlotte Nichols,Christian majority,55.13228500221711,Christian plurality,46.95203991336801
Warrington South,LAB,Sarah Hall,Christian majority,55.17678717164426,Christian plurality,47.05282282452977
Warwick and Leamington,LAB,Matt Western,Non-religious plurality,42.65946729838559,Non-religious plurality,49.0763007327623
Washington and Gateshead South,LAB,Sharon Hodgson,Christian plurality,49.99410925766307,Non-religious majority,54.15888554151894
Watford,LAB,Matt Turmaine,Christian plurality,43.34698469587418,Christian plurality,38.01569144966717
Waveney Valley,GRN,Adrian Ramsay,Christian plurality,49.9278726811917,Non-religious majority,51.68159038532634
Weald of Kent,CON,Katie Lam,Christian majority,52.66832923694243,Non-religious plurality,48.215437154089315
Wellingborough and Rushden,LAB,Gen Kitchen,Christian plurality,45.24194484428257,Non-religious majority,50.562640955836166
Wells and Mendip Hills,LDM,Tessa Munt,Christian plurality,49.82312074124911,Non-religious majority,51.14911486703042
Welwyn Hatfield,LAB,Andrew Lewin,Christian plurality,45.61881504012991,Non-religious plurality,44.08612274351756
West Bromwich,LAB,Sarah Coombes,Christian plurality,38.86028765503596,Christian plurality,31.046709642386496
West Dorset,LDM,Edward Morello,Christian majority,52.021221354397106,Non-religious plurality,47.743712546274715
West Ham and Beckton,LAB,James Asser,Christian plurality,44.54281882267435,Christian plurality,40.3556868563747
West Lancashire,LAB,Ashley Dalton,Christian majority,58.410537516064146,Christian plurality,49.844775290664394
West Suffolk,CON,Nick Timothy,Christian plurality,47.076686118724076,Non-religious majority,51.98595695709363
West Worcestershire,CON,Harriett Baldwin,Christian majority,53.28734534266778,Non-religious plurality,47.11018219366031
Westmorland and Lonsdale,LDM,Tim Farron,Christian majority,53.64681885028354,Non-religious plurality,46.71499964648901
Weston-super-Mare,LAB,Dan Aldridge,Non-religious plurality,48.020024342922206,Non-religious majority,56.288528504469426
Wetherby and Easingwold,CON,Alec Shelbrooke,Christian majority,57.00959892686005,Christian plurality,49.24525566464626
Whitehaven and Workington,LAB,Josh MacAlister,Christian majority,61.6838758476265,Christian majority,52.942877995705395
Widnes and Halewood,LAB,Derek Twigg,Christian majority,62.95563843612748,Christian majority,54.04080350509752
Wigan,LAB,Lisa Nandy,Christian majority,61.743256563518344,Christian majority,53.07075893071579
Wimbledon,LDM,Paul Kohler,Christian plurality,44.64660990413651,Christian plurality,39.523001528191514
Winchester,LDM,Danny Chambers,Christian plurality,47.4091163591182,Non-religious majority,51.40338266649125
Windsor,CON,Jack Rankin,Christian plurality,46.71366909385677,Christian plurality,40.22305756043405
Wirral West,LAB,Matthew Patrick,Christian majority,59.69371783525278,Christian majority,51.28204720997175
Witham,CON,Priti Patel,Christian plurality,47.87469468737516,Non-religious majority,52.68557897143123
Witney,LDM,Charlie Maynard,Christian plurality,49.60896971121115,Non-religious majority,51.175786130288316
Woking,LDM,Will Forster,Christian plurality,46.4553578632675,Non-religious plurality,41.60631951020216
Wokingham,LDM,Clive Jones,Christian plurality,46.69325444799915,Non-religious plurality,47.59194084721177
Wolverhampton North East,LAB,Sureena Brackenridge,Christian plurality,48.37148175094318,Christian plurality,41.12798522901892
Wolverhampton South East,LAB,Pat McFadden,Christian plurality,41.47895309300533,Non-religious plurality,36.69077964258487
Wolverhampton West,LAB,Warinder Juss,Christian plurality,41.50933016114902,Christian plurality,35.08015955872686
Worcester,LAB,Tom Collins,Christian plurality,47.49933692630885,Non-religious plurality,48.87445904485369
Worsley and Eccles,LAB,Michael Wheeler,Christian majority,51.77375022021252,Non-religious plurality,46.61546770447424
Worthing West,LAB,Beccy Cooper,Christian plurality,45.92708261366739,Non-religious majority,53.260463933925536
Wrexham,LAB,Andrew Ranger,Christian plurality,49.993565901813916,Non-religious plurality,49.37664279787485
Wycombe,LAB,Emma Reynolds,Christian plurality,39.89247081123197,Non-religious plurality,36.31657654501221
Wyre Forest,CON,Mark Garnier,Christian majority,52.46036694957507,Non-religious plurality,48.64631132810111
Wythenshawe and Sale East,LAB,Mike Kane,Christian plurality,45.065356817530486,Non-religious plurality,48.460939369740835
Yeovil,LDM,Adam Dance,Christian majority,51.3073978924715,Non-religious plurality,48.91686735895174
Ynys Môn,PC,Llinos Medi,Christian majority,51.24503313095201,Non-religious plurality,49.78963839920539
York Central,LAB,Rachael Maskell,Non-religious majority,53.292317003515464,Non-religious majority,61.32588637664133
York Outer,LAB,Luke Charters,Christian plurality,49.556726928465366,Non-religious majority,51.23076300360388
Aberdeen North,SNP,Kirsty Blackman,Non-religious majority,60.67420175953134,Non-religious majority,64.4564323276776
Aberdeen South,VAC,Vacant,Non-religious majority,58.5406763538225,Non-religious majority,62.42398388126746
Aberdeenshire North and Moray East,SNP,Seamus Logan,Non-religious majority,57.43803270839823,Non-religious majority,65.60422230981237
Airdrie and Shotts,LAB,Kenneth Stevenson,Christian majority,55.10853704569724,Christian plurality,47.037921337190696
Alloa and Grangemouth,LAB,Brian Leishman,Non-religious majority,57.68815178340921,Non-religious majority,65.29612201481176
Angus and Perthshire Glens,SNP,Dave Doogan,Non-religious majority,54.790665083362455,Non-religious majority,62.952399336842966
Arbroath and Broughty Ferry,VAC,Vacant,Non-religious majority,58.110948258921304,Non-religious majority,65.69422064262288
"Argyll, Bute and South Lochaber",SNP,Brendan O'Hara,Non-religious plurality,49.201613464617736,Non-religious majority,57.59466464539966
"Ayr, Carrick and Cumnock",LAB,Elaine Stewart,Non-religious majority,51.829651446593594,Non-religious majority,60.589334363326266
Bathgate and Linlithgow,LAB,Kirsteen Sullivan,Non-religious majority,54.125384805960984,Non-religious majority,61.630576561581144
"Berwickshire, Roxburgh and Selkirk",CON,John Lamont,Non-religious majority,55.25701201888762,Non-religious majority,63.96585732322072
"Caithness, Sutherland and Easter Ross",LDM,Jamie Stone,Non-religious majority,55.629108728228594,Non-religious majority,64.00095667304451
Central Ayrshire,LAB,Alan Gemmell,Non-religious majority,51.060017098091734,Non-religious majority,59.7052136019211
Coatbridge and Bellshill,LAB,Frank McNally,Christian majority,57.2361672061064,Christian plurality,49.255054869466804
Cowdenbeath and Kirkcaldy,LAB,Melanie Ward,Non-religious majority,61.63779413700403,Non-religious majority,68.78062752495889
Cumbernauld and Kirkintilloch,LAB,Katrina Murray,Christian plurality,46.02386395724831,Non-religious majority,53.2366272888429
Dumfries and Galloway,CON,John Cooper,Non-religious majority,52.86140021777784,Non-religious majority,61.869177428080036
"Dumfriesshire, Clydesdale and Tweeddale",CON,David Mundell,Non-religious majority,53.59616400539286,Non-religious majority,61.548082536360404
Dundee Central,SNP,Chris Law,Non-religious majority,54.94223023027119,Non-religious majority,60.908391536978215
Dunfermline and Dollar,LAB,Graeme Downie,Non-religious majority,61.41824167012233,Non-religious majority,68.6053999736279
East Kilbride and Strathaven,IND,Joani Reid,Non-religious plurality,49.44950885333136,Non-religious majority,57.11705144818529
East Renfrewshire,LAB,Blair McDougall,Christian plurality,44.886465483993874,Non-religious plurality,45.02402020417933
Edinburgh East and Musselburgh,LAB,Chris Murray,Non-religious majority,59.529660921529036,Non-religious majority,64.21135421547213
Edinburgh North and Leith,LAB,Tracy Gilbert,Non-religious majority,60.390489696886284,Non-religious majority,64.91307106122846
Edinburgh South,LAB,Ian Murray,Non-religious majority,57.63877018510585,Non-religious majority,62.59839454854431
Edinburgh South West,LAB,Scott Arthur,Non-religious majority,57.29879550795394,Non-religious majority,61.75084133998949
Edinburgh West,LDM,Christine Jardine,Non-religious majority,55.26797571148981,Non-religious majority,60.42906117379746
Falkirk,LAB,Euan Stainbank,Non-religious majority,54.370175850505596,Non-religious majority,62.206336127679954
Glasgow East,LAB,John Grady,Christian plurality,41.250614086054476,Non-religious plurality,45.58922629508429
Glasgow North,LAB,Martin Rhodes,Non-religious majority,50.9070575925991,Non-religious majority,55.656083518421674
Glasgow North East,LAB,Maureen Burke,Christian plurality,43.80539504452592,Non-religious plurality,48.14609225394783
Glasgow South,LAB,Gordon McKee,Non-religious plurality,47.19823683100533,Non-religious majority,52.58677029709732
Glasgow South West,LAB,Zubir Ahmed,Non-religious plurality,41.083758349427804,Non-religious plurality,45.33522587600724
Glasgow West,LAB,Patricia Ferguson,Non-religious majority,51.3712171358999,Non-religious majority,56.9550944263899
Glenrothes and Mid Fife,LAB,Richard Baker,Non-religious majority,64.57493085135145,Non-religious majority,71.51640215354361
Gordon and Buchan,CON,Harriet Cross,Non-religious majority,60.27872412159648,Non-religious majority,68.00062663535333
Hamilton and Clyde Valley,LAB,Imogen Walker,Christian plurality,47.269110480024324,Non-religious majority,52.49506180317803
Inverclyde and Renfrewshire West,LAB,Martin McCluskey,Christian majority,58.11435093902997,Christian majority,50.53456217593578
"Inverness, Skye and West Ross-shire",LDM,Angus MacDonald,Non-religious majority,54.46818158346116,Non-religious majority,62.75018287829318
Kilmarnock and Loudoun,LAB,Lillian Jones,Non-religious majority,55.17142427609395,Non-religious majority,64.01754797757377
Livingston,LAB,Gregor Poynton,Non-religious majority,55.50169456542662,Non-religious majority,62.39910916821756
Lothian East,LAB,Douglas Alexander,Non-religious majority,58.16584150024382,Non-religious majority,66.29031078213421
Mid Dunbartonshire,LDM,Susan Murray,Christian plurality,46.109471425340466,Non-religious majority,51.22201456851887
Midlothian,LAB,Kirsty McNeill,Non-religious majority,61.043001705865066,Non-religious majority,68.36507146952125
"Moray West, Nairn and Strathspey",SNP,Graham Leadbitter,Non-religious majority,58.255908088825045,Non-religious majority,66.52714657440477
"Motherwell, Wishaw and Carluke",LAB,Pamela Nash,Christian majority,50.8112142226195,Non-religious plurality,48.70908906679332
Na h-Eileanan an Iar,LAB,Torcuil Crichton,Christian majority,62.70824403449103,Christian majority,56.44484196223579
North Ayrshire and Arran,LAB,Irene Campbell,Non-religious plurality,48.6904246969524,Non-religious majority,57.35040548482758
North East Fife,LDM,Wendy Chamberlain,Non-religious majority,55.37667105003039,Non-religious majority,63.20724680799873
Orkney and Shetland,LDM,Alistair Carmichael,Non-religious majority,59.78563094673801,Non-religious majority,67.98147588330814
Paisley and Renfrewshire North,LAB,Alison Taylor,Non-religious plurality,47.138012104514466,Non-religious majority,54.106838408486965
Paisley and Renfrewshire South,LAB,Johanna Baxter,Non-religious plurality,48.65261095073401,Non-religious majority,56.12080807294036
Perth and Kinross-shire,SNP,Pete Wishart,Non-religious majority,53.807255280237875,Non-religious majority,61.40766935944085
Rutherglen,LAB,Michael Shanks,Christian plurality,47.884684212912084,Non-religious plurality,49.99593060937861
Stirling and Strathallan,LAB,Chris Kane,Non-religious majority,53.35033328728268,Non-religious majority,60.890222372287376
West Aberdeenshire and Kincardine,CON,Andrew Bowie,Non-religious majority,59.28019890999001,Non-religious majority,67.01323979588123
West Dunbartonshire,LAB,Douglas McAllister,Christian plurality,49.95149437451771,Non-religious majority,50.242669765018846
Belfast East,DUP,Gavin Robinson,Christian majority,62.967124195432845,Christian majority,57.555519562400484
Belfast North,SF,John Finucane,Christian majority,75.56018923218939,Christian majority,71.50024688203995
Belfast South and Mid Down,SDLP,Claire Hanna,Christian majority,65.0831007351879,Christian majority,59.84039590022673
Belfast West,SF,Paul Maskey,Christian majority,85.83539436154162,Christian majority,83.20817916750845
East Antrim,DUP,Sammy Wilson,Christian majority,72.36185275995449,Christian majority,67.35644271725924
East Londonderry,DUP,Gregory Campbell,Christian majority,82.38287661327564,Christian majority,79.13387416587985
Fermanagh and South Tyrone,SF,Pat Cullen,Christian majority,87.80767015640319,Christian majority,85.41554064962587
Foyle,SDLP,Colum Eastwood,Christian majority,87.29067212917136,Christian majority,85.07294831890128
Lagan Valley,APNI,Sorcha Eastwood,Christian majority,73.46772384652594,Christian majority,68.82693328180775
Mid Ulster,SF,Cathal Mallaghan,Christian majority,90.51566117053844,Christian majority,88.61369749294698
Newry and Armagh,SF,Dáire Hughes,Christian majority,88.00766736757657,Christian majority,85.75707086590205
North Antrim,TUV,Jim Allister,Christian majority,81.04703249265867,Christian majority,77.40440383593969
North Down,IND,Alex Easton,Christian majority,64.01592949578713,Christian majority,58.48066398077236
South Antrim,UUP,Robin Swann,Christian majority,75.55467600940979,Christian majority,71.36048574842681
South Down,SF,Christopher Hazzard,Christian majority,87.13683348617243,Christian majority,84.75228345693426
Strangford,DUP,Jim Shannon,Christian majority,72.41949528516635,Christian majority,67.83092539364146
Upper Bann,DUP,Carla Lockhart,Christian majority,80.2468944261926,Christian majority,76.15091455568009
West Tyrone,SF,Órfhlaith Begley,Christian majority,91.01485256853205,Christian majority,89.25825604095898
